,energy,energy_stop,initial_phi_pos,freq_stop,segment_power,slope,segment_length,band_power,band_num,segment_num,event_num,time_start,time_stop,freq_start
24,17800.0,17792.221523641576,274.9715022710902,18683715979.564285,2.419612513248243e-16,106361937.29597396,0.0025753076168754103,5.3806038096611717e-17,2.0,0.0,1.0,0.4439028117140621,0.4464781193309375,18683442064.85702
25,17792.221523641576,17789.88033060874,274.9715022710902,18559089913.952015,2.418626123561987e-16,106320556.32550088,0.0007754412177696211,5.378777283333108e-17,-2.0,1.0,1.0,0.4464781193309375,0.44725356054870713,18559007468.610344
26,17792.221523641576,17789.88033060874,274.9715022710902,18590261373.278397,2.418626123561987e-16,106320556.32550088,0.0007754412177696211,1.3354751254378163e-16,-1.0,1.0,1.0,0.4464781193309375,0.44725356054870713,18590178927.936726
27,17792.221523641576,17789.88033060874,274.9715022710902,18621432832.60478,2.418626123561987e-16,106320556.32550088,0.0007754412177696211,1.2903929438511527e-16,0.0,1.0,1.0,0.4464781193309375,0.44725356054870713,18621350387.263107
28,17792.221523641576,17789.88033060874,274.9715022710902,18652604291.93116,2.418626123561987e-16,106320556.32550088,0.0007754412177696211,1.3354751254378163e-16,1.0,1.0,1.0,0.4464781193309375,0.44725356054870713,18652521846.58949
29,17792.221523641576,17789.88033060874,274.9715022710902,18683775751.25754,2.418626123561987e-16,106320556.32550088,0.0007754412177696211,5.378777283333108e-17,2.0,1.0,1.0,0.4464781193309375,0.44725356054870713,18683693305.91587
30,17789.88033060874,17771.16716314286,274.9715022710902,18559763855.885166,2.418277423709193e-16,106309523.82246208,0.006198999207085438,5.378131949877537e-17,-2.0,2.0,1.0,0.44725356054870713,0.4534525597557926,18559104843.231285
31,17789.88033060874,17771.16716314286,274.9715022710902,18590933385.475582,2.418277423709193e-16,106309523.82246208,0.006198999207085438,1.3352907591462722e-16,-1.0,2.0,1.0,0.44725356054870713,0.4534525597557926,18590274372.8217
32,17789.88033060874,17771.16716314286,274.9715022710902,18622102915.065998,2.418277423709193e-16,106309523.82246208,0.006198999207085438,1.2901778954225513e-16,0.0,2.0,1.0,0.44725356054870713,0.4534525597557926,18621443902.412117
33,17789.88033060874,17771.16716314286,274.9715022710902,18653272444.656414,2.418277423709193e-16,106309523.82246208,0.006198999207085438,1.3352907591462722e-16,1.0,2.0,1.0,0.44725356054870713,0.4534525597557926,18652613432.002533
34,17789.88033060874,17771.16716314286,274.9715022710902,18684441974.24683,2.418277423709193e-16,106309523.82246208,0.006198999207085438,5.378131949877537e-17,2.0,2.0,1.0,0.44725356054870713,0.4534525597557926,18683782961.59295
35,17771.16716314286,17769.600702802636,274.9715022710902,18559839236.40348,2.4158577122480853e-16,106207162.39478897,0.0005194316996932685,5.3736501736125056e-17,-2.0,3.0,1.0,0.4534525597557926,0.45397199145548583,18559784069.0366
36,17771.16716314286,17769.600702802636,274.9715022710902,18590993221.94752,2.4158577122480853e-16,106207162.39478897,0.0005194316996932685,1.3340111550500073e-16,-1.0,3.0,1.0,0.4534525597557926,0.45397199145548583,18590938054.58064
37,17771.16716314286,17769.600702802636,274.9715022710902,18622147207.491566,2.4158577122480853e-16,106207162.39478897,0.0005194316996932685,1.288686434331981e-16,0.0,3.0,1.0,0.4534525597557926,0.45397199145548583,18622092040.124683
38,17771.16716314286,17769.600702802636,274.9715022710902,18653301193.03561,2.4158577122480853e-16,106207162.39478897,0.0005194316996932685,1.3340111550500073e-16,1.0,3.0,1.0,0.4534525597557926,0.45397199145548583,18653246025.668728
39,17771.16716314286,17769.600702802636,274.9715022710902,18684455178.57965,2.4158577122480853e-16,106207162.39478897,0.0005194316996932685,5.3736501736125056e-17,2.0,3.0,1.0,0.4534525597557926,0.45397199145548583,18684400011.21277
